DATE,priceindex,percapitagdp,personalincome,unemprate,fedfundsinterestrate,fixmortgagerate15years,personalsavingrate,laborforceparticipationrate,workingpopulation,medianhouseincome,energyindex,constructionspending,totalnewhouseunits,housingsubsidies,totalhouseholds
2018-08-01,203.689,61621.0,15238.6,3.8,1.91,4.018,6.6,62.6,206658042.804232,73030.0,163.167846533993,1340449.0,1262.0,38.859,127586.0
2018-09-01,204.349,61620.0,15237.5,3.7,1.95,4.08,6.8,62.8,206634780.35646105,73030.0,172.605783575972,1326111.0,1187.0,38.859,127586.0
2018-10-01,205.112,61619.0,15274.1,3.8,2.19,4.2475,6.7,62.9,206625758.029937,73030.0,172.287544875428,1310946.0,1122.0,38.859,127586.0
2018-11-01,205.669,61709.0,15315.2,3.8,2.2,4.282,6.5,62.9,206649232.130241,73030.0,148.043063047674,1300694.0,1131.0,38.859,127586.0
2018-12-01,206.156,61799.0,15506.5,3.9,2.27,4.09,8.4,63.0,206768336.69479,73030.0,132.6931816386,1289930.0,1053.0,38.859,127586.0
2019-01-01,206.539,61889.0,15501.7,4.0,2.4,3.906,8.2,63.1,206195132.976976,78250.0,132.837897195512,1296049.0,1258.0,40.185,128579.0
2019-02-01,206.862,62036.333333333336,15553.7,3.8,2.4,3.8,8.5,63.1,206161240.463152,78250.0,135.187803319121,1312040.0,1334.0,40.185,128579.0
2019-03-01,207.066,62183.666666666664,15568.9,3.8,2.41,3.7175,7.9,63.0,206102863.946716,78250.0,137.135341779574,1322532.0,1301.0,40.185,128579.0
2019-04-01,207.513,62331.0,15524.4,3.6,2.42,3.605,7.7,62.9,206172550.777842,78250.0,142.678897730099,1353657.0,1329.0,40.185,128579.0
2019-05-01,208.136,62535.666666666664,15519.6,3.7,2.39,3.534,7.3,62.9,206450917.997713,78250.0,137.663088499814,1364421.0,1226.0,40.185,128579.0
2019-06-01,208.649,62740.333333333336,15546.4,3.6,2.38,3.2375,7.1,63.0,206561471.831503,78250.0,122.075818909474,1383309.0,1169.0,40.185,128579.0
2019-07-01,209.287,62945.0,15565.7,3.7,2.4,3.2025,6.8,63.1,206406247.33032,78250.0,125.732460316235,1410749.0,1219.0,40.185,128579.0
2019-08-01,210.093,63049.0,15654.1,3.7,2.13,3.082,7.0,63.1,206400190.485784,78250.0,117.138291954721,1426091.0,1294.0,40.185,128579.0
2019-09-01,210.904,63153.0,15691.3,3.5,2.04,3.115,7.2,63.2,206317795.986342,78250.0,122.437301774977,1438119.0,1150.0,40.185,128579.0
2019-10-01,211.791,63257.0,15718.1,3.6,1.83,3.142,7.3,63.3,206248793.258298,78250.0,119.797167150738,1442150.0,1294.0,40.185,128579.0
2019-11-01,212.787,62949.0,15778.2,3.6,1.55,3.1575,7.1,63.3,206324586.903383,78250.0,127.631461684005,1463036.0,1244.0,40.185,128579.0
2019-12-01,213.933,62641.0,15684.8,3.6,1.55,3.1775,6.4,63.3,206397971.567839,78250.0,131.104220041825,1466415.0,1310.0,40.185,128579.0
2020-01-01,214.99400000000003,62333.0,15852.5,3.5,1.55,3.072,7.2,63.3,205738360.634943,76660.0,126.142073238145,1494117.0,1302.0,44.147,128451.0
2020-02-01,215.864,60684.0,15918.0,3.5,1.58,2.97,7.7,63.3,205608674.614351,76660.0,109.289359074945,1501790.0,1271.0,44.147,128451.0
2020-03-01,216.402,59035.0,15696.3,4.4,0.65,2.885,12.5,62.6,205444401.983235,76660.0,72.9941675035191,1506335.0,1247.0,44.147,128451.0
2020-04-01,216.812,57386.0,18020.2,14.7,0.05,2.804,32.0,60.1,206991879.722064,76660.0,55.8905124412157,1460471.0,1207.0,44.147,128451.0
2020-05-01,216.98,58859.333333333336,17104.6,13.2,0.05,2.6925,22.7,60.8,206806811.868266,76660.0,68.0114992942952,1452086.0,1171.0,44.147,128451.0
2020-06-01,217.616,60332.666666666664,17035.0,11.0,0.08,2.6025,18.4,61.5,205516631.83436105,76660.0,82.3975635948022,1459188.0,1244.0,44.147,128451.0
2020-07-01,219.378,61806.0,17193.2,10.2,0.09,2.52,17.9,61.5,205383291.36988705,76660.0,86.4165473565575,1470971.0,1314.0,44.147,128451.0
2020-08-01,222.391,62008.666666666664,16525.8,8.4,0.1,2.475,14.0,61.7,205756721.971442,76660.0,93.2271857476264,1489640.0,1238.0,44.147,128451.0
2020-09-01,225.837,62211.333333333336,16607.9,7.9,0.09,2.385,13.2,61.4,206102392.89660496,76660.0,91.2975553598975,1510182.0,1446.0,44.147,128451.0
2020-10-01,229.753,62414.0,16561.9,6.9,0.09,2.346,12.8,61.7,206062967.906825,76660.0,95.4028571823368,1534900.0,1370.0,44.147,128451.0
2020-11-01,233.208,62685.0,16368.1,6.7,0.09,2.305,12.1,61.5,206157848.349687,76660.0,100.89541152644,1550976.0,1240.0,44.147,128451.0
2020-12-01,236.486,62956.0,16406.1,6.7,0.09,2.218,12.0,61.5,206072530.61728495,76660.0,118.493979515052,1572760.0,1386.0,44.147,128451.0
2021-01-01,239.56,63227.0,18107.3,6.3,0.09,2.2,19.3,61.3,204942957.947155,76330.0,138.446272490708,1606561.0,1344.0,45.299,129224.0
2021-02-01,242.36900000000003,63537.0,16604.9,6.2,0.08,2.2375,12.8,61.4,204900632.51885095,76330.0,137.664908345644,1585044.0,1322.0,45.299,129224.0
2021-03-01,245.465,63847.0,20422.6,6.1,0.07,2.3925,26.1,61.5,205013086.55691305,76330.0,142.136548338262,1613045.0,1459.0,45.299,129224.0
2021-04-01,249.07,64157.0,17316.6,6.1,0.07,2.364,12.3,61.6,205390470.988754,76330.0,143.193714211993,1615638.0,1438.0,45.299,129224.0
2021-05-01,253.407,64309.666666666664,16819.1,5.8,0.06,2.28,9.9,61.5,205611509.059514,76330.0,154.557474298451,1628281.0,1337.0,45.299,129224.0
2021-06-01,258.358,64462.333333333336,16736.3,5.9,0.08,2.27,8.7,61.7,205376625.956331,76330.0,170.895141089492,1639779.0,1298.0,45.299,129224.0
2021-07-01,262.82,64615.0,16836.1,5.4,0.1,2.18,9.4,61.8,205344083.081467,76330.0,181.349916097512,1658346.0,1361.0,45.299,129224.0
2021-08-01,266.845,64960.333333333336,16791.7,5.2,0.09,2.145,8.7,61.7,205334928.579499,76330.0,183.806514750323,1666756.0,1312.0,45.299,129224.0
2021-09-01,270.377,65305.666666666664,16564.3,4.8,0.08,2.184,7.2,61.7,205452287.613564,76330.0,212.879064204438,1667332.0,1232.0,45.299,129224.0
2021-10-01,273.725,65651.0,16547.4,4.5,0.08,2.3075,6.6,61.8,205370913.422304,76330.0,256.460754221011,1685243.0,1259.0,45.299,129224.0
2021-11-01,277.21,65529.333333333336,16499.8,4.2,0.08,2.3575,6.2,61.9,205364326.70385203,76330.0,235.683331646882,1726586.0,1389.0,45.299,129224.0
2021-12-01,281.342,65407.666666666664,16418.5,3.9,0.08,2.348,6.1,62.0,205320479.360096,76330.0,239.991032497251,1754426.0,1337.0,45.299,129224.0
2022-01-01,285.92400000000004,65286.0,16080.8,4.0,0.08,2.66,4.1,62.2,207106806.899557,74580.0,241.377378261931,1796460.0,1256.0,48.021,131202.0
2022-02-01,291.153,65233.0,16092.7,3.8,0.08,2.9975,4.1,62.2,207104221.83809105,74580.0,260.048362621765,1823728.0,1371.0,48.021,131202.0
2022-03-01,296.445,65180.0,16028.1,3.6,0.2,3.39,3.4,62.4,207013003.70449,74580.0,331.78375933108,1849637.0,1356.0,48.021,131202.0
2022-04-01,300.573,65127.0,16042.6,3.6,0.33,4.215,3.1,62.2,207064955.401875,74580.0,300.53317790586,1882753.0,1361.0,48.021,131202.0
2022-05-01,303.762,65238.666666666664,16023.2,3.6,0.77,4.435,3.1,62.3,207270515.766814,74580.0,306.674979216909,1880896.0,1446.0,48.021,131202.0
2022-06-01,304.724,65350.333333333336,15963.4,3.6,1.21,4.652,2.7,62.2,207394728.33475,74580.0,328.123480404175,1873184.0,1392.0,48.021,131202.0
2022-07-01,303.879,65462.0,16109.3,3.5,1.68,4.6125,3.5,62.1,207407819.585438,74580.0,343.809997418561,1869262.0,1396.0,48.021,131202.0
2022-08-01,301.473,65569.0,16161.4,3.7,2.33,4.5625,3.2,62.3,207370650.96785697,74580.0,376.412082569145,1847285.0,1355.0,48.021,131202.0
2022-09-01,299.353,65676.0,16184.9,3.5,2.56,5.35,3.0,62.3,207453580.524705,74580.0,330.149585913898,1836930.0,1438.0,48.021,131202.0
2022-10-01,298.873,65783.0,16223.5,3.7,3.08,6.145,3.0,62.2,207431164.67844105,74580.0,259.858676189934,1830477.0,1348.0,48.021,131202.0
2022-11-01,298.269,65881.33333333333,16229.6,3.6,3.78,6.1375,3.3,62.2,207521914.19028,74580.0,256.859738716857,1842206.0,1543.0,48.021,131202.0
2022-12-01,297.413,65979.66666666667,16265.1,3.5,4.1,5.668,3.4,62.3,207524486.32236,74580.0,258.501791014275,1840896.0,1390.0,48.021,131202.0
2023-01-01,297.03,66078.0,16601.9,3.4,4.33,5.425,4.4,62.4,208146215.794072,74580.0,223.272585045353,1882199.0,1377.0,48.021,131434.0
